
3-5,DROP,1.0,44.0,0.0,0.0,44.0,0.0
3-5,PICK,1.0,-43.0,0.0,0.0,43.0,0.0
3-5,DROP,1.0,44.0,0.0,0.0,44.0,0.0
3-5,PICK,1.0,-45.0,0.0,0.0,45.0,0.0
3-5,DROP,1.0,44.0,0.0,0.0,44.0,0.0
3-5,PICK,1.0,-44.0,0.0,0.0,44.0,0.0
3-5,DROP,1.0,45.0,0.0,0.0,45.0,0.0
3-5,PICK,1.0,-44.0,0.0,0.0,44.0,0.0
3-5,DROP,1.0,45.0,0.0,0.0,45.0,0.0
3-5,PICK,1.0,-46.0,0.0,0.0,46.0,0.0
3-5,DROP,1.0,45.0,0.0,0.0,45.0,0.0
3-5,PICK,1.0,-45.0,0.0,0.0,45.0,0.0
3-5,DROP,1.0,44.0,0.0,0.0,44.0,0.0
3-5,PICK,1.0,-43.0,0.0,0.0,43.0,0.0
3-5,DROP,1.0,43.0,0.0,0.0,43.0,0.0
3-5,PICK,1.0,-44.0,0.0,0.0,44.0,0.0
3-5,DROP,1.0,44.0,0.0,0.0,44.0,0.0
3-5,PICK,1.0,-44.0,0.0,0.0,44.0,0.0
3-5,DROP,1.0,45.0,0.0,0.0,45.0,0.0
3-5,PICK,1.0,-44.0,0.0,0.0,44.0,0.0
3-5,DROP,1.0,43.0,0.0,0.0,43.0,0.0
3-5,PICK,1.0,-44.0,0.0,0.0,44.0,0.0
3-5,DROP,1.0,15.0,0.0,0.0,15.0,0.0
3-5,PICK,1.0,-15.0,0.0,0.0,15.0,0.0
3-5,DROP,1.0,15.0,0.0,0.0,15.0,0.0
3-5,PICK,1.0,-13.0,0.0,0.0,13.0,0.0
3-5,DROP,1.0,13.0,0.0,0.0,13.0,0.0
3-5,PICK,1.0,-14.0,0.0,0.0,14.0,0.0
3-5,DROP,1.0,12.0,0.0,0.0,12.0,0.0
3-5,PICK,1.0,-12.0,0.0,0.0,12.0,0.0
3-5,DROP,1.0,13.0,0.0,0.0,13.0,0.0
3-5,PICK,1.0,-13.0,0.0,0.0,13.0,0.0
3-5,DROP,1.0,14.0,0.0,0.0,14.0,0.0
3-5,PICK,1.0,-14.0,0.0,0.0,14.0,0.0
3-5,DROP,1.0,14.0,0.0,0.0,14.0,0.0
3-5,PICK,1.0,-13.0,0.0,0.0,13.0,0.0
3-5,DROP,1.0,14.0,0.0,0.0,14.0,0.0
3-5,PICK,1.0,-14.0,0.0,0.0,14.0,0.0
3-5,DROP,1.0,13.0,0.0,0.0,13.0,0.0
3-5,PICK,1.0,-13.0,0.0,0.0,13.0,0.0
3-5,DROP,1.0,13.0,0.0,0.0,13.0,0.0
3-5,PICK,1.0,-14.0,0.0,0.0,14.0,0.0
3-5,DROP,1.0,14.0,0.0,0.0,14.0,0.0
3-5,PICK,1.0,-14.0,0.0,0.0,14.0,0.0
3-5,DROP,1.0,12.0,0.0,0.0,12.0,0.0
3-5,PICK,1.0,-13.0,0.0,0.0,13.0,0.0
3-5,DROP,1.0,13.0,0.0,0.0,13.0,0.0
3-5,PICK,1.0,-14.0,0.0,0.0,14.0,0.0
3-5,DROP,1.0,15.0,0.0,0.0,15.0,0.0
3-5,PICK,1.0,-15.0,0.0,0.0,15.0,0.0
3-5,DROP,1.0,14.0,0.0,0.0,14.0,0.0
3-5,PICK,1.0,-14.0,0.0,0.0,14.0,0.0
3-5,DROP,1.0,14.0,0.0,0.0,14.0,0.0
3-5,PICK,1.0,-13.0,0.0,0.0,13.0,0.0
3-5,DROP,1.0,13.0,0.0,0.0,13.0,0.0
3-5,PICK,1.0,-14.0,0.0,0.0,14.0,0.0
3-5,DROP,1.0,13.0,0.0,0.0,13.0,0.0
3-5,PICK,1.0,-13.0,0.0,0.0,13.0,0.0
